Hindi,English
सफ़ाई ,cleaning 
लिफ़ाफ़े ,envelopes 
स्लीपिंग ,Sleeping 
स्वायत्तता ,autonomy 
जोड़ेगा ,will add 
जोर-शोर ,loud noises 
ट्रांज़ीशन ,transition 
कानूनन ,legally 
पूंजीवाद-विरोध ,anti-capitalism 
समझनें ,to understand 
महत्त्व ,Importance 
निचोड़ ,squeeze 
नतीज़ा ,Result 
अगल-अलग ,different 
उपजाने ,to produce 
ज़िन्दगियों ,lives 
परा-पूंजीवादी ,para-capitalist 
निर्दलिय ,independent 
पहुँचु ,reach 
अंदरूनी ,insider 
उठाइये ,pick up 
क्लिप्स ,clips 
बांधी ,tied up 
डंडों ,poles 
भाषाओं ,languages 
गाए ,sang 
गवाएँ ,get lost 
गान ,anthem 
मोल-भाव ,Negotiation 
व्यापक-रूप ,broad form 
आशावान ,hopeful 
ढूंढेगीं ,will search 
धन-आधारित ,money-based 
लाभकर ,profitable 
मोड़ा ,folded 
धकेलने ,to push 
पिंजरो ,cage 
कालक्रम ,chronology 
महाशक्तियों ,superpowers 
परिहार ,avoidance 
किलोग्राम ,Kilogram 
एक-पैर ,one-legged 
मिडास ,Midas 
ट्राडेंट्स ,Tradents 
बांहों ,arms 
पोजीडोन ,Poseidon 
गैलीलियो ,Galileo 
घृणास्पद ,Disgusting 
गैलीली ,galilee 
छुपाता ,hides 
पूछती ,asks 
हठ ,obstinacy 
मारवी ,Marvi 
स्पैनियार्ड ,spaniard 
मैटोडोर ,matador 
पोसिइडन ,poseidon 
टेलीस्कोप ,telescope 
ँ ,ँ 
फूहड़ ,clumsy 
सालज़ार ,salazar 
लिले ,Lyle 
शाउट ,shout 
जाज ,jazz 
रोकूँगा ,I will stop 
टॉयडेंट ,toydent 
पॉसीइडन ,poseidon 
रोकूंगा ,I will stop 
टोना ,sorcery 
टूटेगा ,will break 
प्रावधानों ,provisions 
कार्वेट ,Corvette 
पर्सिगाला ,Persiga 
किंवदंती ,Legend 
बदलिए ,changed 
मकबरे ,tombs 
स्पैरोव ,Sparrow 
केटिन ,ketene 
सांडोवल ,sandoval 
शुजा ,Shuja 
शत्रुओं ,enemies 
भाजित ,divided 
खगोल ,Astronomy 
खगोलविद ,astronomer 
गदहे ,donkeys 
पुनरुत्पादन ,Reproduction 
उलटना ,keel over 
बर्नालिकों ,Bernalik 
कैरीना ,Carina 
फाड़ा ,tore 
उठाएंगे ,will pick up 
श्यामला ,brunette 
मैदोर ,meador 
मार् ,Mar 
प्लेग ,plague 
सिगोलोसा ,sigolosa 
पिइदाद ,Piedad 
स्पेगेटी ,Spaghetti 
क्रैक्स ,Cracks 
साइरेन ,siren 
क्राकेन्स ,Krakens 
तलाशते ,looking for 
डूबते ,sinking 
बचाएगा ,will save 
जैकी ,jackie 
मेयोनेज़ ,mayonnaise 
बास्केट ,Basket 
गेटिंग ,Getting 
उभड़ने ,bulge 
सुजले ,swollen 
रिचार्ज ,recharge 
मिलडी ,Milady 
त्रयी ,Trilogy 
पकड़ते ,catching up 
लटकी ,hanging 
डीएडी ,DAD 
गाविओटा ,Gaviota 
सौहार्द ,harmony 
जंकी ,junkie 
बीजगणित ,algebra 
फिलिप्स ,Phillips 
प्रोफाइल ,profile 
संलग्नक ,attachment 
.मैं ,.I 
डिजाइनों ,designs 
अनपैक ,unpack 
लम्बाई ,length 
दर्रा ,pass 
श्रेय ,Credit 
एपीटिट ,appetite 
मौज-मस्ती ,fun and frolic 
बिल्डर ,Builder 
ठिक ,okay 
मरहम ,ointment 
क्षम्य ,sorry 
टचस्क्रीन ,Touch Screen 
चर्चाओं ,discussions 
बेतहाशा ,wildly 
नाइटलाइफ़ ,nightlife 
गिम्मी ,gimme 
चंदन ,Sandalwood 
सम्मिलित ,Inclusive 
अप्रयुक्त ,unused 
पृथक ,Isolated 
सहेजते ,saving 
भोली ,tomorrow 
टाइन ,Tyne 
अंगराग ,cosmetics 
एयरबेस ,air Base 
ढुलाई ,transportation 
कमानों ,commands 
टारगेट ,target 
पढें ,read 
बैंडिंग ,banding 
संपार्श्विक ,collateral 
हांसी ,Hansi 
70-एजेंट ,70-agent 
प्रतिसाद ,response 
गॉन ,Gone 
काजी ,Kazi 
भुजंगा ,Bhujanga 
पगडंडी ,trail 
नखरे ,tantrums 
पासिंग ,passing 
ब्लेंडर ,blender 
क्रैश ,crash 
छींटा ,sprinkle 
जे-सीमा ,J- limit 
हकलाती ,stammer 
फल्लुजाह ,Fallujah 
रोज़ेट्टी ,Rosetti 
खोदी ,dug up 
क्रैकिंग ,Cracking 
असमंजस ,Confusion 
कॉकटेल ,cocktail 
बैंक्स ,banks 
क्रिप्या ,Please 
मेरि ,Mary 
छोडती ,leaving 
भौंक ,bark 
प्रधानाध्यापिका ,headmistress 
मिमी-हम्म ,mm-hmm 
प्रज्वलित ,lit up 
फिलो ,Philo 
आज्ञाओं ,commandments 
लट्टे ,Latte 
ग्रील्ड ,grilled 
मोचा ,Mocha 
उड़ानें ,flights 
हुंह ,Huh 
आचार-संहिता ,Code of conduct 
टूलकिट ,toolkit 
खीस ,giggle 
दुर ,away 
प्लेबॉय ,playboy 
क्लबों ,clubs 
प्रोज़ैक ,Prozac 
बिट्सी ,bitsy 
हड़तालों ,strikes 
लपटें ,Flames 
समय-पास ,pass time 
ग्रीनपीस ,greenpeace 
उत्तरजीविता ,survival 
खायें ,eat 
मॉडलिंग ,modeling 
स्टैनफोर्ड ,stanford 
धमका ,threat 
जायज ,justified 
खिचड़ी ,A dish in South Asian cuisine made of rice and lentils 
साँठ-गाँठ ,knots 
चुकाए ,paid off 
मध्यांतर ,Interval 
छिपी ,hidden 
वीजली ,Wijli 
करबिलों ,Karabils 
लड़कियों ,girls 
शाब्दिक ,literal 
कुलमिला ,Totally 
जिनपर ,on which 
इतराने ,to flaunt 
आपत्तिकर्ता ,objector 
चौकन्ना ,Cautious 
फिल्माते ,filming 
रेकोर्डिंग ,recording 
हैi ,isi 
वेबर ,weber 
अपशब्दों ,abuses 
वाटरगेट ,Watergate 
आवेगी ,impulsive 
बेपरवाह ,careless 
सीमाएँ ,boundaries 
एलियन्स ,aliens 
लांघ ,long 
रेबीज़ ,rabies 
मूलत ,basically 
अक्षरश ,Literally 
सुइयां ,needles 
स्पीलबर्ग ,Spielberg 
यूनीवर्सल ,universal 
पिक्चर ,Picture 
5773एम1 ,5773M1 
ख़ुलासा ,disclosure 
सामजिक ,social 
सौंपते ,handing over 
बेचीं ,sold 
वालीं ,Wally 
देखीं ,saw 
पादने ,Farting 
पेंगुइन ,the Penguin 
फ़रिश्ते ,angels 
सब्ज़ी ,vegetable 
धर्मपिता ,Godfather 
बनाऊँगी ,I will make 
बचाऊँ ,save 
चौखटों ,door frames 
ग़ैर-प्लास्टिक ,non-plastic 
पॉलीविनाइल ,polyvinyl 
ख़बर ,news 
ख़र्चे ,expenses 
आर्मस्ट्रोंग ,armstrong 
निकालोगे ,will take out 
इग्लू ,igloo 
बेचूँगा ,will sell 
पछाड़ ,overtake 
मसला ,spice 
होड़ ,competition 
कमीनापन ,scoundrelness 
चापलूस ,sycophant 
अनाकर्षक ,unattractive 
रेगन ,Reagan 
चौखटें ,frames 
मौक़े ,opportunities 
सुशिक्षित ,well educated 
बदनसीबी ,bad luck 
पूर्व-बैंड ,pre-band 
शरमाई ,Shy 
वारेन ,Warren 
बेचूँ ,sell 
इथियोपियाई ,Ethiopian 
मक्खियाँ ,flies 
बैठीं ,sat down 
अपने-आप ,yourself 
मैलटेसर ,malteser 
गुसलखाने ,bathroom 
बिठाना ,to sit 
बढ़ाए ,increase 
योनि ,Vagina 
ऋण-शार्क ,loan-shark 
डबिंग ,dubbing 
फिटर ,fitter 
बनवानी ,making 
लेनिन ,lenin 
विश्रामकाल ,sabbatical leave 
असम्मान ,disrespect 
उद्यमशीलता ,entrepreneurship 
बुलंद ,lofty 
छाए ,covered 
मैजोरेट ,Majorette 
वाइव्स ,Wives 
ग्रोट ,groot 
लेवेंडर ,lavender 
ट्रोट्स्की ,Trotsky 
एतराज़ ,objection 
कराधान ,taxation 
दोस्तi ,friendship 
एसीपी ,ACP 
बाती ,wick 
जिदंगी ,life 
डबल्स ,doubles 
रेवेन्यू ,revenue 
मिलूँगी ,will meet 
पराजयी ,defeated 
डिज़ाइन ,design 
ज़िंदगियों ,lives 
चमकीले ,shiny 
विंकी ,Winky 
सम्मोहनीय ,hypnotizable 
वाल्श ,walsh 
कॉक ,cock 
हटाऊँ ,remove 
पकड़ेंगे ,will catch 
छुपना ,to hide 
सद्भावना ,goodwill 
लगवाई ,installation 
बिताएगा ,will spend 
पूछूँगा ,I will ask 
बेलक्स ,belux 
मगरूर ,proud 
कुलबुला ,Kulbula 
कुलबुलाहट ,fidget 
कठपुतलियों ,puppets 
संदेही ,suspicious 
चिंताएँ ,concerns 
सँजोया ,cherished 
एंकाऊंटर्स ,Encounters 
काइंड ,kind 
मुठभेड़ों ,Encounters 
उत्पीड़न ,Harassment 
लड़कियाँ ,girls 
कराएँ ,get it done 
दौड़ने ,to run 
छोड़ूंगा ,I will leave 
थर्ड ,third 
पैंटों ,pants 
बेसिडोन ,basidon 
जोसेफ़ ,Joseph 
जेबखर्च ,pocket money 
सेक्सीस्ट ,sexist 
नामंजूरी ,Disapproval 
घूरते ,stare at 
अन्यत्र ,elsewhere 
फोटोग्राफ़ी ,photography 
चित्रित ,painted 
सत्रों ,sessions 
फ़िल्माते ,filming 
आत्म-सम्मान ,self respect 
चुगली ,Backbiting 
यदपि ,Although 
अन्वेषकों ,inventors 
वैमनस्य ,animosity 
इटैलियन ,Italian 
घूरेगा ,will stare 
सृजन ,creation 
लिहाज ,respect 
किंबर ,Kimber 
कारीगर ,Artisan 
गुज़रे ,passed by 
चिढ़ाने ,to tease 
शॉक ,shock 
मार्केटिंग ,marketing 
इजाज़त ,permission 
टू ,to 
जिंगल ,jingle 
इंट्रो ,intro 
गाड़ियों ,trains 
लुकाछिपी ,hide and seek 
बूझो ,understand 
सस्पेंस ,suspense 
म्यूज़िक ,music 
ह्र्दय ,Hrdaya 
झिंझोड़ ,storm 
आत्ममोह ,narcissism 
ग्रसित ,afflicted 
डायना ,Diana 
तन्हा ,lonely 
मॉरीन ,maureen 
खर्चना ,to spend 
बाज़ीगरों ,jugglers 
बॉल्स ,Balls 
कॉपरफ़ील्ड ,copperfield 
ग़ायब ,missing 
घोटाले ,scams 
बईमानी ,dishonesty 
जताओ ,express 
फंसाना ,to trap 
लोकल ,Local 
फ़ीनिक्स ,Phoenix 
ग़ैरकानूनी ,illegal 
अनैतिक ,immoral 
रोज़ी-रोटी ,daily bread 
छिनने ,to snatch 
रखवाया ,got kept 
भेड़िए ,Wolves 
राखों ,ashes 
फ़ुसफ़ुसा ,whisper 
लू ,loo 
पैरंट ,parent 
खस्ता ,crispy 
साउथेंड ,southend 
हृदयाघात ,heart attack 
प्रेरक ,Motivational 
ड्राफ़्ट ,draft 
थप्पड़ ,Slap 
मुआवज़ा ,Compensation 
कर्टेन ,curtain 
सियाओ ,Xiao 
ट्वेंटी ,twenty 
यॉन्स ,yons 
सदर्न्ड ,Southern 
शेज़ ,Shez 
नॉन-रीफ़ंडेबल ,non-refundable 
प्रायमरी ,primary 
महसूर ,mahsoor 
